cell,protein
MALME-3M,13655
MALME-3M,2391
MALME-3M,9203
MALME-3M,1587
MALME-3M,10089
MALME-3M,1636
MALME-3M,16426
MALME-3M,15904
MALME-3M,14798
MALME-3M,9286
MALME-3M,13948
MALME-3M,967
MALME-3M,8821
MALME-3M,15795
MALME-3M,15967
MALME-3M,13510
MALME-3M,1405
MALME-3M,11212
MALME-3M,4305
MALME-3M,5539
MALME-3M,3534
MALME-3M,8234
MALME-3M,10443
MALME-3M,16586
MALME-3M,5387
MALME-3M,14125
MALME-3M,14449
MALME-3M,13227
MALME-3M,11786
MALME-3M,16191
MALME-3M,5290
MALME-3M,8374
MALME-3M,16086
MALME-3M,12193
MALME-3M,12413
MALME-3M,8169
MALME-3M,12704
MALME-3M,16441
MALME-3M,6145
MALME-3M,15810
MALME-3M,15765
MALME-3M,17088
MALME-3M,14461
MALME-3M,15394
MALME-3M,16374
MALME-3M,11430
MALME-3M,14029
MALME-3M,16643
MALME-3M,15593
MALME-3M,6746
MALME-3M,1961
MALME-3M,625
MALME-3M,12852
MALME-3M,6423
MALME-3M,5150
MALME-3M,15229
MALME-3M,2604
MALME-3M,4076
MALME-3M,16472
MALME-3M,1021
MALME-3M,10210
MALME-3M,10289
MALME-3M,4950
MALME-3M,415
MALME-3M,7997
MALME-3M,3530
MALME-3M,6960
MALME-3M,9670
MALME-3M,15292
MALME-3M,2340
MALME-3M,9864
MALME-3M,12654
MALME-3M,9751
MALME-3M,9555
MALME-3M,15481
MALME-3M,16075
MALME-3M,10967
MALME-3M,12633
MALME-3M,795
MALME-3M,11633
MALME-3M,2214
MALME-3M,2514
MALME-3M,15369
MALME-3M,4858
MALME-3M,4700
MALME-3M,13425
MALME-3M,9168
MALME-3M,1068
MALME-3M,6335
MALME-3M,2636
MALME-3M,1338
MALME-3M,16166
MALME-3M,14488
MALME-3M,473
MALME-3M,12277
MALME-3M,1935
MALME-3M,15960
MALME-3M,7725
MALME-3M,4688
MALME-3M,84
MALME-3M,9597
MALME-3M,13052
MALME-3M,14800
MALME-3M,4102
MALME-3M,12299
MALME-3M,7856
MALME-3M,8235
MALME-3M,9671
MALME-3M,14136
MALME-3M,6086
MALME-3M,9200
MALME-3M,8499
MALME-3M,10647
MALME-3M,3195
MALME-3M,4681
MALME-3M,15621
MALME-3M,4121
MALME-3M,6852
MALME-3M,237
MALME-3M,4467
MALME-3M,8106
MALME-3M,16177
MALME-3M,5770
MALME-3M,8096
MALME-3M,13736
MALME-3M,12021
MALME-3M,7414
MALME-3M,16860
MALME-3M,2414
MALME-3M,3217
MALME-3M,7142
MALME-3M,16413
MALME-3M,3161
MALME-3M,16199
MALME-3M,240
MALME-3M,15751
MALME-3M,9393
MALME-3M,2686
MALME-3M,3994
MALME-3M,12348
MALME-3M,15223
MALME-3M,3308
MALME-3M,3082
MALME-3M,7118
MALME-3M,10219
MALME-3M,9981
MALME-3M,3838
MALME-3M,8838
MALME-3M,12526
MALME-3M,12375
MALME-3M,13324
MALME-3M,12737
MALME-3M,8930
MALME-3M,723
MALME-3M,9934
MALME-3M,15272
MALME-3M,12419
MALME-3M,15816
MALME-3M,2560
MALME-3M,5405
MALME-3M,8080
MALME-3M,529
MALME-3M,9676
MALME-3M,12615
MALME-3M,13214
MALME-3M,1233
MALME-3M,7899
MALME-3M,8367
MALME-3M,3058
MALME-3M,2448
MALME-3M,7670
MALME-3M,15469
MALME-3M,1049
MALME-3M,5673
MALME-3M,12621
MALME-3M,12544
MALME-3M,2280
MALME-3M,14718
MALME-3M,1474
MALME-3M,7666
MALME-3M,8724
MALME-3M,16170
MALME-3M,9093
MALME-3M,4304
MALME-3M,15739
MALME-3M,15850
MALME-3M,7517
MALME-3M,4186
MALME-3M,12914
MALME-3M,2010
MALME-3M,14018
MALME-3M,10365
MALME-3M,15042
MALME-3M,13265
MALME-3M,12079
MCF7,8555
MCF7,2146
MCF7,17083
MCF7,5102
MCF7,320
MCF7,487
MCF7,8521
MCF7,2202
MCF7,14608
MCF7,8229
MCF7,848
MCF7,9703
MCF7,16241
MCF7,1513
MCF7,2314
MCF7,10779
MCF7,4791
MCF7,9185
MCF7,7949
MCF7,16314
MCF7,4836
MCF7,1904
MCF7,10291
MCF7,16086
MCF7,5110
MCF7,14746
MCF7,16493
MCF7,15526
MCF7,3452
MCF7,9446
MCF7,12164
MCF7,15853
MCF7,6764
MCF7,13574
MCF7,7903
MCF7,3245
MCF7,17088
MCF7,11191
MCF7,16819
MCF7,15737
MCF7,16450
MCF7,4845
MCF7,5008
MCF7,16976
MCF7,15186
MCF7,12652
MCF7,8223
MCF7,3502
MCF7,15080
MCF7,3647
MCF7,15607
MCF7,4067
MCF7,14107
MCF7,9665
MCF7,4032
MCF7,15915
MCF7,4790
MCF7,6814
MCF7,4967
MCF7,16976
MCF7,2786
MCF7,6925
MCF7,14731
MCF7,15508
MCF7,682
MCF7,12706
MCF7,13698
MCF7,2007
MCF7,15535
MCF7,15378
MCF7,8410
MCF7,14773
MCF7,16926
MCF7,4140
MCF7,6047
MCF7,4783
MCF7,15792
MCF7,5806
MCF7,7497
MCF7,10125
MCF7,15123
MCF7,4394
MCF7,10376
MCF7,8496
MCF7,11451
MCF7,5892
MCF7,864
MCF7,14758
MCF7,449
MCF7,15149
MCF7,9165
MCF7,12126
MCF7,9639
MCF7,5219
MCF7,15498
MCF7,10665
MCF7,7194
MCF7,8708
MCF7,15760
MCF7,16081
MCF7,16278
MCF7,8238
MCF7,15814
MCF7,8236
MCF7,12445
MCF7,1073
MCF7,3186
MCF7,14775
MCF7,8609
MCF7,8241
MCF7,10401
MCF7,8555
MCF7,12008
MCF7,14523
MCF7,1333
MCF7,5493
MCF7,581
MCF7,9587
MCF7,13026
MCF7,9561
MCF7,10617
MCF7,17088
MCF7,16068
MCF7,13270
MCF7,5172
MCF7,8216
MCF7,8230
MCF7,6256
MCF7,5383
MCF7,14694
MCF7,6308
MCF7,854
MCF7,1605
MCF7,16926
MCF7,12538
MCF7,9354
MCF7,15793
MCF7,2508
MCF7,853
MCF7,11741
MCF7,8252
MCF7,809
MCF7,5516
MCF7,12945
MCF7,2391
MCF7,9203
MCF7,10089
MCF7,3183
MCF7,5337
MCF7,16426
MCF7,9143
MCF7,14798
MCF7,9286
MCF7,13948
MCF7,967
MCF7,739
MCF7,15967
MCF7,10188
MCF7,1405
MCF7,4305
MCF7,5539
MCF7,9636
MCF7,15260
MCF7,8234
MCF7,16586
MCF7,5387
MCF7,4438
MCF7,5976
MCF7,13227
MCF7,12518
MCF7,16191
MCF7,16670
MCF7,16086
MCF7,12193
MCF7,12413
MCF7,3341
MCF7,16441
MCF7,6145
MCF7,17088
MCF7,15394
MCF7,16374
MCF7,10759
MCF7,14029
MCF7,6473
MCF7,17088
MCF7,14659
MCF7,15593
MCF7,6872
MCF7,625
MCF7,6423
MCF7,15229
MCF7,865
MCF7,16472
MCF7,15667
MCF7,1021
MCF7,10210
MCF7,7141
MCF7,10289
MCF7,8317
MCF7,12178
MCF7,7997
MCF7,6960
MCF7,15292
MCF7,16957
MCF7,703
MCF7,2340
MCF7,15774
MCF7,15481
MCF7,746
MCF7,7203
MCF7,14316
MCF7,11633
MCF7,6114
MCF7,17031
MCF7,15369
MCF7,4858
MCF7,4700
MCF7,13425
MCF7,6554
MCF7,13276
MCF7,6335
MCF7,16868
MCF7,1338
MCF7,16166
MCF7,14488
MCF7,0
MCF7,16564
MCF7,12277
MCF7,1935
MCF7,7725
MCF7,11332
MCF7,2522
MCF7,5368
MCF7,6426
MCF7,14800
MCF7,13276
MCF7,7856
MCF7,3367
MCF7,11687
MCF7,8235
MCF7,6983
MCF7,9671
MCF7,14136
MCF7,9200
MCF7,1195
MCF7,596
MCF7,15621
MCF7,11723
MCF7,4121
MCF7,4467
MCF7,15163
MCF7,4891
MCF7,8106
MCF7,16177
MCF7,13736
MCF7,10694
MCF7,16858
MCF7,7414
MCF7,5430
MCF7,16860
MCF7,2414
MCF7,3217
MCF7,1266
MCF7,4134
MCF7,14187
MCF7,329
MCF7,5065
MCF7,16413
MCF7,7479
MCF7,3278
MCF7,3161
MCF7,16199
MCF7,2686
MCF7,12319
MCF7,14979
MCF7,3308
MCF7,11662
MCF7,3082
MCF7,4413
MCF7,12865
MCF7,7118
MCF7,9700
MCF7,10219
MCF7,9981
MCF7,8838
MCF7,12526
MCF7,12375
MCF7,13324
MCF7,5074
MCF7,723
MCF7,15272
MCF7,17088
MCF7,15816
MCF7,9676
MCF7,1233
MCF7,14367
MCF7,1545
MCF7,11153
MCF7,2448
MCF7,7670
MCF7,14086
MCF7,5673
MCF7,12621
MCF7,12544
MCF7,6600
MCF7,16926
MCF7,2280
MCF7,14718
MCF7,1474
MCF7,10191
MCF7,7666
MCF7,9719
MCF7,16170
MCF7,9093
MCF7,10465
MCF7,17093
MCF7,15850
MCF7,7517
MCF7,4186
MCF7,2394
MCF7,12914
MCF7,2010
MCF7,15042
MDA-MB-231,10771
MDA-MB-231,11519
MDA-MB-231,10941
MDA-MB-231,320
MDA-MB-231,8521
MDA-MB-231,14608
MDA-MB-231,8229
MDA-MB-231,8581
MDA-MB-231,848
MDA-MB-231,9703
MDA-MB-231,12363
MDA-MB-231,15466
MDA-MB-231,15894
MDA-MB-231,1513
MDA-MB-231,2314
MDA-MB-231,16095
MDA-MB-231,10779
MDA-MB-231,4791
MDA-MB-231,9185
MDA-MB-231,7949
MDA-MB-231,10291
MDA-MB-231,16086
MDA-MB-231,5110
MDA-MB-231,14746
MDA-MB-231,2456
MDA-MB-231,15526
MDA-MB-231,7583
MDA-MB-231,10553
MDA-MB-231,14382
MDA-MB-231,8751
MDA-MB-231,12164
MDA-MB-231,13574
MDA-MB-231,7903
MDA-MB-231,3245
MDA-MB-231,7028
MDA-MB-231,6448
MDA-MB-231,11669
MDA-MB-231,16819
MDA-MB-231,15737
MDA-MB-231,9961
MDA-MB-231,15186
MDA-MB-231,12652
MDA-MB-231,8223
MDA-MB-231,15080
MDA-MB-231,15191
MDA-MB-231,5369
MDA-MB-231,11469
MDA-MB-231,4032
MDA-MB-231,1278
MDA-MB-231,15508
MDA-MB-231,3572
MDA-MB-231,12706
MDA-MB-231,2007
MDA-MB-231,15378
MDA-MB-231,14358
MDA-MB-231,4638
MDA-MB-231,8410
MDA-MB-231,14773
MDA-MB-231,11123
MDA-MB-231,15792
MDA-MB-231,5806
MDA-MB-231,7497
MDA-MB-231,10125
MDA-MB-231,15123
MDA-MB-231,8231
MDA-MB-231,4394
MDA-MB-231,10376
MDA-MB-231,8496
MDA-MB-231,4243
MDA-MB-231,14526
MDA-MB-231,864
MDA-MB-231,449
MDA-MB-231,3035
MDA-MB-231,17015
MDA-MB-231,10767
MDA-MB-231,12126
MDA-MB-231,10974
MDA-MB-231,16366
MDA-MB-231,9639
MDA-MB-231,5219
MDA-MB-231,15498
MDA-MB-231,10665
MDA-MB-231,9526
MDA-MB-231,928
MDA-MB-231,16081
MDA-MB-231,16278
MDA-MB-231,8238
MDA-MB-231,8236
MDA-MB-231,4302
MDA-MB-231,9715
MDA-MB-231,12445
MDA-MB-231,1073
MDA-MB-231,3186
MDA-MB-231,2847
MDA-MB-231,14775
MDA-MB-231,9866
MDA-MB-231,10401
MDA-MB-231,8555
MDA-MB-231,14523
MDA-MB-231,15129
MDA-MB-231,5493
MDA-MB-231,11044
MDA-MB-231,6073
MDA-MB-231,387
MDA-MB-231,10617
MDA-MB-231,16068
MDA-MB-231,83
MDA-MB-231,5172
MDA-MB-231,8216
MDA-MB-231,3337
MDA-MB-231,8230
MDA-MB-231,8233
MDA-MB-231,14297
MDA-MB-231,14694
MDA-MB-231,13958
MDA-MB-231,7026
MDA-MB-231,5298
MDA-MB-231,9892
MDA-MB-231,678
MDA-MB-231,1675
MDA-MB-231,11382
MDA-MB-231,10679
MDA-MB-231,809
MDA-MB-231,5516
MDA-MB-231,15711
MDA-MB-231,13540
MDA-MB-231,14231
MDA-MB-231,12945
MDA-MB-231,1797
MDA-MB-231,4764
MDA-MB-231,10089
MDA-MB-231,3183
MDA-MB-231,16426
MDA-MB-231,15904
MDA-MB-231,14798
MDA-MB-231,9286
MDA-MB-231,13948
MDA-MB-231,967
MDA-MB-231,2485
MDA-MB-231,698
MDA-MB-231,739
MDA-MB-231,15967
MDA-MB-231,4334
MDA-MB-231,10188
MDA-MB-231,9385
MDA-MB-231,4301
MDA-MB-231,188
MDA-MB-231,5539
MDA-MB-231,15260
MDA-MB-231,8234
MDA-MB-231,10443
MDA-MB-231,2116
MDA-MB-231,688
MDA-MB-231,4841
MDA-MB-231,14812
MDA-MB-231,16586
MDA-MB-231,15794
MDA-MB-231,4438
MDA-MB-231,13227
MDA-MB-231,16191
MDA-MB-231,16086
MDA-MB-231,11740
MDA-MB-231,12193
MDA-MB-231,5419
MDA-MB-231,3341
MDA-MB-231,6145
MDA-MB-231,15810
MDA-MB-231,16545
MDA-MB-231,15765
MDA-MB-231,17088
MDA-MB-231,15394
MDA-MB-231,5069
MDA-MB-231,14242
MDA-MB-231,16374
MDA-MB-231,11430
MDA-MB-231,11453
MDA-MB-231,14968
MDA-MB-231,14029
MDA-MB-231,13405
MDA-MB-231,7477
MDA-MB-231,12779
MDA-MB-231,6423
MDA-MB-231,78
MDA-MB-231,5220
MDA-MB-231,2216
MDA-MB-231,14035
MDA-MB-231,12423
MDA-MB-231,4076
MDA-MB-231,16472
MDA-MB-231,2174
MDA-MB-231,15667
MDA-MB-231,12427
MDA-MB-231,10210
MDA-MB-231,1181
MDA-MB-231,10289
MDA-MB-231,15402
MDA-MB-231,7679
MDA-MB-231,1815
MDA-MB-231,847
MDA-MB-231,976
MDA-MB-231,15292
MDA-MB-231,11530
MDA-MB-231,996
MDA-MB-231,2340
MDA-MB-231,9331
MDA-MB-231,4599
MDA-MB-231,13601
MDA-MB-231,9864
MDA-MB-231,15774
MDA-MB-231,15481
MDA-MB-231,12633
MDA-MB-231,7203
MDA-MB-231,1475
MDA-MB-231,11832
MDA-MB-231,11633
MDA-MB-231,6114
MDA-MB-231,5641
MDA-MB-231,15369
MDA-MB-231,3250
MDA-MB-231,13425
MDA-MB-231,6335
MDA-MB-231,16166
MDA-MB-231,6887
MDA-MB-231,9938
MDA-MB-231,16564
MDA-MB-231,12277
MDA-MB-231,1935
MDA-MB-231,15960
MDA-MB-231,7725
MDA-MB-231,4688
MDA-MB-231,11577
MDA-MB-231,5368
MDA-MB-231,14800
MDA-MB-231,4432
MDA-MB-231,4894
MDA-MB-231,14386
MDA-MB-231,11687
MDA-MB-231,8235
MDA-MB-231,9671
MDA-MB-231,14136
MDA-MB-231,17093
MDA-MB-231,6086
MDA-MB-231,11527
MDA-MB-231,10614
MDA-MB-231,9200
MDA-MB-231,4014
MDA-MB-231,8499
MDA-MB-231,15293
MDA-MB-231,15621
MDA-MB-231,4121
MDA-MB-231,4467
MDA-MB-231,15163
MDA-MB-231,8106
MDA-MB-231,16177
MDA-MB-231,1185
MDA-MB-231,13736
MDA-MB-231,8232
MDA-MB-231,10694
MDA-MB-231,12021
MDA-MB-231,16858
MDA-MB-231,7414
MDA-MB-231,14204
MDA-MB-231,16860
MDA-MB-231,2414
MDA-MB-231,3217
MDA-MB-231,1266
MDA-MB-231,7142
MDA-MB-231,14187
MDA-MB-231,16413
MDA-MB-231,3161
MDA-MB-231,16199
MDA-MB-231,16236
MDA-MB-231,359
MDA-MB-231,15223
MDA-MB-231,3308
MDA-MB-231,10409
MDA-MB-231,11662
MDA-MB-231,3873
MDA-MB-231,4413
MDA-MB-231,12865
MDA-MB-231,1318
MDA-MB-231,10219
MDA-MB-231,9981
MDA-MB-231,12375
MDA-MB-231,16887
MDA-MB-231,5074
MDA-MB-231,723
MDA-MB-231,15272
MDA-MB-231,15816
MDA-MB-231,4442
MDA-MB-231,16996
MDA-MB-231,12615
MDA-MB-231,1233
MDA-MB-231,7899
MDA-MB-231,1545
MDA-MB-231,552
MDA-MB-231,13917
MDA-MB-231,7670
MDA-MB-231,14086
MDA-MB-231,5247
MDA-MB-231,5673
MDA-MB-231,4804
MDA-MB-231,12621
MDA-MB-231,12544
MDA-MB-231,3406
MDA-MB-231,14718
MDA-MB-231,7071
MDA-MB-231,1474
MDA-MB-231,7666
MDA-MB-231,15200
MDA-MB-231,7420
MDA-MB-231,10562
MDA-MB-231,10532
MDA-MB-231,8724
MDA-MB-231,15108
MDA-MB-231,16170
MDA-MB-231,9093
MDA-MB-231,4304
MDA-MB-231,10465
MDA-MB-231,13992
MDA-MB-231,15850
MDA-MB-231,10055
MDA-MB-231,7517
MDA-MB-231,2010
MDA-MB-231,14018
MDA-MB-231,4357
MDA-MB-231,15042
MDA-MB-435,4306
MDA-MB-435,4416
MDA-MB-435,7624
MDA-MB-435,8160
MDA-MB-435,2419
MDA-MB-435,320
MDA-MB-435,14608
MDA-MB-435,8229
MDA-MB-435,8581
MDA-MB-435,848
MDA-MB-435,9703
MDA-MB-435,12363
MDA-MB-435,15466
MDA-MB-435,13982
MDA-MB-435,1513
MDA-MB-435,2314
MDA-MB-435,916
MDA-MB-435,10779
MDA-MB-435,2812
MDA-MB-435,4791
MDA-MB-435,7949
MDA-MB-435,16314
MDA-MB-435,4836
MDA-MB-435,1904
MDA-MB-435,16086
MDA-MB-435,5110
MDA-MB-435,16493
MDA-MB-435,15526
MDA-MB-435,3452
MDA-MB-435,10553
MDA-MB-435,8751
MDA-MB-435,12164
MDA-MB-435,11264
MDA-MB-435,13574
MDA-MB-435,7903
MDA-MB-435,16309
MDA-MB-435,3245
MDA-MB-435,417
MDA-MB-435,14666
MDA-MB-435,6448
MDA-MB-435,16575
MDA-MB-435,11191
MDA-MB-435,13720
MDA-MB-435,16819
MDA-MB-435,15737
MDA-MB-435,5805
MDA-MB-435,14702
MDA-MB-435,14753
MDA-MB-435,13660
MDA-MB-435,4845
MDA-MB-435,13887
MDA-MB-435,15186
MDA-MB-435,7273
MDA-MB-435,12652
MDA-MB-435,8223
MDA-MB-435,3828
MDA-MB-435,12933
MDA-MB-435,3502
MDA-MB-435,12909
MDA-MB-435,15080
MDA-MB-435,13952
MDA-MB-435,15607
MDA-MB-435,1847
MDA-MB-435,6574
MDA-MB-435,9898
MDA-MB-435,9665
MDA-MB-435,4032
MDA-MB-435,13600
MDA-MB-435,4790
MDA-MB-435,6814
MDA-MB-435,4967
MDA-MB-435,1278
MDA-MB-435,14731
MDA-MB-435,15508
MDA-MB-435,17159
MDA-MB-435,8174
MDA-MB-435,12706
MDA-MB-435,13698
MDA-MB-435,2007
MDA-MB-435,15535
MDA-MB-435,15378
MDA-MB-435,4638
MDA-MB-435,14002
MDA-MB-435,521
MDA-MB-435,14773
MDA-MB-435,4140
MDA-MB-435,6047
MDA-MB-435,1227
MDA-MB-435,15792
MDA-MB-435,5806
MDA-MB-435,14583
MDA-MB-435,7497
MDA-MB-435,12893
MDA-MB-435,10125
MDA-MB-435,15123
MDA-MB-435,3120
MDA-MB-435,10922
MDA-MB-435,4394
MDA-MB-435,10376
MDA-MB-435,8496
MDA-MB-435,8613
MDA-MB-435,5892
MDA-MB-435,864
MDA-MB-435,14758
MDA-MB-435,15149
MDA-MB-435,12126
MDA-MB-435,9639
MDA-MB-435,2362
MDA-MB-435,3461
MDA-MB-435,1579
MDA-MB-435,15498
MDA-MB-435,13632
MDA-MB-435,10665
MDA-MB-435,16646
MDA-MB-435,12830
MDA-MB-435,16081
MDA-MB-435,16278
MDA-MB-435,8238
MDA-MB-435,15814
MDA-MB-435,8236
MDA-MB-435,1556
MDA-MB-435,152
MDA-MB-435,12445
MDA-MB-435,3186
MDA-MB-435,14775
MDA-MB-435,8555
MDA-MB-435,14523
MDA-MB-435,1333
MDA-MB-435,12501
MDA-MB-435,5493
MDA-MB-435,11044
MDA-MB-435,9587
MDA-MB-435,680
MDA-MB-435,13026
MDA-MB-435,327
MDA-MB-435,9561
MDA-MB-435,10617
MDA-MB-435,16068
MDA-MB-435,3507
MDA-MB-435,5172
MDA-MB-435,14298
MDA-MB-435,2872
MDA-MB-435,6060
MDA-MB-435,8233
MDA-MB-435,6256
MDA-MB-435,14694
MDA-MB-435,6308
MDA-MB-435,1605
MDA-MB-435,12538
MDA-MB-435,10595
MDA-MB-435,1675
MDA-MB-435,15793
MDA-MB-435,2508
MDA-MB-435,853
MDA-MB-435,2420
MDA-MB-435,809
MDA-MB-435,5516
MDA-MB-435,12945
MDA-MB-435,2391
MDA-MB-435,9203
MDA-MB-435,10089
MDA-MB-435,3183
MDA-MB-435,5337
MDA-MB-435,5555
MDA-MB-435,16426
MDA-MB-435,14798
MDA-MB-435,13948
MDA-MB-435,967
MDA-MB-435,8821
MDA-MB-435,739
MDA-MB-435,15967
MDA-MB-435,13510
MDA-MB-435,1405
MDA-MB-435,11212
MDA-MB-435,4305
MDA-MB-435,1209
MDA-MB-435,5539
MDA-MB-435,3534
MDA-MB-435,15260
MDA-MB-435,8234
MDA-MB-435,10443
MDA-MB-435,16586
MDA-MB-435,5387
MDA-MB-435,14449
MDA-MB-435,13227
MDA-MB-435,16191
MDA-MB-435,15351
MDA-MB-435,5290
MDA-MB-435,8374
MDA-MB-435,16086
MDA-MB-435,12193
MDA-MB-435,3341
MDA-MB-435,16441
MDA-MB-435,6145
MDA-MB-435,15810
MDA-MB-435,3419
MDA-MB-435,15765
MDA-MB-435,17088
MDA-MB-435,14461
MDA-MB-435,7802
MDA-MB-435,15394
MDA-MB-435,16374
MDA-MB-435,10759
MDA-MB-435,14029
MDA-MB-435,16643
MDA-MB-435,15593
MDA-MB-435,625
MDA-MB-435,6423
MDA-MB-435,9920
MDA-MB-435,5150
MDA-MB-435,15229
MDA-MB-435,16472
MDA-MB-435,1993
MDA-MB-435,1021
MDA-MB-435,10210
MDA-MB-435,1181
MDA-MB-435,10289
MDA-MB-435,415
MDA-MB-435,7997
MDA-MB-435,6960
MDA-MB-435,15292
MDA-MB-435,9864
MDA-MB-435,12654
MDA-MB-435,16235
MDA-MB-435,9751
MDA-MB-435,10967
MDA-MB-435,12633
MDA-MB-435,16111
MDA-MB-435,11633
MDA-MB-435,15369
MDA-MB-435,4700
MDA-MB-435,13425
MDA-MB-435,13332
MDA-MB-435,11683
MDA-MB-435,9030
MDA-MB-435,6270
MDA-MB-435,16073
MDA-MB-435,6335
MDA-MB-435,1338
MDA-MB-435,16166
MDA-MB-435,14488
MDA-MB-435,473
MDA-MB-435,9938
MDA-MB-435,12277
MDA-MB-435,1935
MDA-MB-435,15960
MDA-MB-435,7725
MDA-MB-435,16629
MDA-MB-435,5368
MDA-MB-435,9597
MDA-MB-435,6426
MDA-MB-435,2828
MDA-MB-435,13052
MDA-MB-435,14800
MDA-MB-435,4102
MDA-MB-435,7856
MDA-MB-435,3367
MDA-MB-435,8235
MDA-MB-435,6983
MDA-MB-435,9671
MDA-MB-435,14136
MDA-MB-435,6086
MDA-MB-435,11128
MDA-MB-435,11527
MDA-MB-435,9200
MDA-MB-435,8499
MDA-MB-435,10647
MDA-MB-435,3195
MDA-MB-435,15621
MDA-MB-435,6054
MDA-MB-435,4121
MDA-MB-435,6852
MDA-MB-435,237
MDA-MB-435,4467
MDA-MB-435,4891
MDA-MB-435,8106
MDA-MB-435,16177
MDA-MB-435,13736
MDA-MB-435,10605
MDA-MB-435,10694
MDA-MB-435,12021
MDA-MB-435,7414
MDA-MB-435,16860
MDA-MB-435,3217
MDA-MB-435,1266
MDA-MB-435,16413
MDA-MB-435,3161
MDA-MB-435,16199
MDA-MB-435,240
MDA-MB-435,6192
MDA-MB-435,9393
MDA-MB-435,2686
MDA-MB-435,2644
MDA-MB-435,12348
MDA-MB-435,14979
MDA-MB-435,15223
MDA-MB-435,3308
MDA-MB-435,11662
MDA-MB-435,7118
MDA-MB-435,10219
MDA-MB-435,9981
MDA-MB-435,12526
MDA-MB-435,12375
MDA-MB-435,13324
MDA-MB-435,12737
MDA-MB-435,1837
MDA-MB-435,5074
MDA-MB-435,8930
MDA-MB-435,723
MDA-MB-435,15272
MDA-MB-435,15816
MDA-MB-435,5557
MDA-MB-435,9676
MDA-MB-435,513
MDA-MB-435,1233
MDA-MB-435,14367
MDA-MB-435,7899
MDA-MB-435,3058
MDA-MB-435,7670
MDA-MB-435,15469
MDA-MB-435,5673
MDA-MB-435,12621
MDA-MB-435,12544
MDA-MB-435,4018
MDA-MB-435,2280
MDA-MB-435,14718
MDA-MB-435,1474
MDA-MB-435,14601
MDA-MB-435,6448
MDA-MB-435,7666
MDA-MB-435,15200
MDA-MB-435,5558
MDA-MB-435,9093
MDA-MB-435,4304
MDA-MB-435,10465
MDA-MB-435,15739
MDA-MB-435,15850
MDA-MB-435,7517
MDA-MB-435,4186
MDA-MB-435,444
MDA-MB-435,11624
MDA-MB-435,12914
MDA-MB-435,2010
MDA-MB-435,15042
MDA-MB-435,12079
NCI-H226,10771
NCI-H226,9342
NCI-H226,17083
NCI-H226,320
NCI-H226,14608
NCI-H226,8229
NCI-H226,8581
NCI-H226,848
NCI-H226,9703
NCI-H226,15894
NCI-H226,1513
NCI-H226,2314
NCI-H226,916
NCI-H226,7041
NCI-H226,10779
NCI-H226,2812
NCI-H226,4791
NCI-H226,7949
NCI-H226,10291
NCI-H226,16086
NCI-H226,5110
NCI-H226,7130
NCI-H226,15526
NCI-H226,749
NCI-H226,7583
NCI-H226,9446
NCI-H226,8751
NCI-H226,12164
NCI-H226,15853
NCI-H226,13574
NCI-H226,7903
NCI-H226,3245
NCI-H226,7028
NCI-H226,6448
NCI-H226,11191
NCI-H226,16819
NCI-H226,15737
NCI-H226,16450
NCI-H226,13887
NCI-H226,15186
NCI-H226,12652
NCI-H226,8223
NCI-H226,12933
NCI-H226,3502
NCI-H226,15080
NCI-H226,13952
NCI-H226,15191
NCI-H226,5369
NCI-H226,13973
NCI-H226,11469
NCI-H226,9665
NCI-H226,4032
NCI-H226,4790
NCI-H226,4967
NCI-H226,11934
NCI-H226,1278
NCI-H226,15508
NCI-H226,12706
NCI-H226,2007
NCI-H226,15378
NCI-H226,14002
NCI-H226,14773
NCI-H226,4140
NCI-H226,11123
NCI-H226,15792
NCI-H226,5806
NCI-H226,7497
NCI-H226,10125
NCI-H226,15123
NCI-H226,8231
NCI-H226,4394
NCI-H226,10376
NCI-H226,15995
NCI-H226,864
NCI-H226,14758
NCI-H226,449
NCI-H226,3035
NCI-H226,17015
NCI-H226,9165
NCI-H226,12126
NCI-H226,14732
NCI-H226,16366
NCI-H226,9639
NCI-H226,5219
NCI-H226,7959
NCI-H226,10665
NCI-H226,16081
NCI-H226,16278
NCI-H226,8238
NCI-H226,15814
NCI-H226,13356
NCI-H226,8236
NCI-H226,6928
NCI-H226,12445
NCI-H226,3186
NCI-H226,14775
NCI-H226,8609
NCI-H226,15858
NCI-H226,10401
NCI-H226,8555
NCI-H226,12008
NCI-H226,14523
NCI-H226,5493
NCI-H226,11044
NCI-H226,13026
NCI-H226,9561
NCI-H226,10617
NCI-H226,16068
NCI-H226,14298
NCI-H226,11026
NCI-H226,2872
NCI-H226,3337
NCI-H226,8230
NCI-H226,8233
NCI-H226,11064
NCI-H226,6256
NCI-H226,5383
NCI-H226,14694
NCI-H226,13958
NCI-H226,7026
NCI-H226,15833
NCI-H226,5298
NCI-H226,9892
NCI-H226,678
NCI-H226,15793
NCI-H226,16272
NCI-H226,2508
NCI-H226,853
NCI-H226,11382
NCI-H226,2420
NCI-H226,809
NCI-H226,5516
NCI-H226,13576
NCI-H226,13540
NCI-H226,2391
NCI-H226,4764
NCI-H226,9203
NCI-H226,1587
NCI-H226,10089
NCI-H226,3183
NCI-H226,12493
NCI-H226,16426
NCI-H226,15904
NCI-H226,14798
NCI-H226,13948
NCI-H226,967
NCI-H226,698
